Site_A,Site_B,Fst,significant,Region_A,Spawn_A,Species_A,Author_A,Year_A,Lat_A,Lon_A,Taxon_A,Study_A,Region_B,Spawn_B,Species_B,Author_B,Year_B,Lat_B,Lon_B,Taxon_B,Study_B,study,same_region,region_pair,marker_category,marker_resolution,geo_dist_km
un09RS2S,un09DE1,0.09,y,Rowley Shoals,broadcast,Acropora tenuis,Underwood,2009,-17.33,119.07,Acropora,un09,Dampier Archipelago,broadcast,Acropora tenuis,Underwood,2009,-20.48,116.65,Acropora,un09,un09,FALSE,Dampier Archipelago <-> Rowley Shoals,Microsatellite,Medium,433.4640283669701
un09RS2S,un09DE2,0.08,y,Rowley Shoals,broadcast,Acropora tenuis,Underwood,2009,-17.33,119.07,Acropora,un09,Dampier Archipelago,broadcast,Acropora tenuis,Underwood,2009,-20.5,116.7,Acropora,un09,un09,FALSE,Dampier Archipelago <-> Rowley Shoals,Microsatellite,Medium,432.1971130212902
un09RS2S,un09DE3,0.1,y,Rowley Shoals,broadcast,Acropora tenuis,Underwood,2009,-17.33,119.07,Acropora,un09,Dampier Archipelago,broadcast,Acropora tenuis,Underwood,2009,-20.52,116.75,Acropora,un09,un09,FALSE,Dampier Archipelago <-> Rowley Shoals,Microsatellite,Medium,431.0030287116528
un09RS2S,un09DW1,0.08,y,Rowley Shoals,broadcast,Acropora tenuis,Underwood,2009,-17.33,119.07,Acropora,un09,Dampier Archipelago,broadcast,Acropora tenuis,Underwood,2009,-20.58,116.55,Acropora,un09,un09,FALSE,Dampier Archipelago <-> Rowley Shoals,Microsatellite,Medium,448.61479053559185
un09RS2S,un09DW2,0.11,y,Rowley Shoals,broadcast,Acropora tenuis,Underwood,2009,-17.33,119.07,Acropora,un09,Dampier Archipelago,broadcast,Acropora tenuis,Underwood,2009,-20.6,116.58,Acropora,un09,un09,FALSE,Dampier Archipelago <-> Rowley Shoals,Microsatellite,Medium,448.55016753656025
un09RS2S,un09N1,0.03,y,Rowley Shoals,broadcast,Acropora tenuis,Underwood,2009,-17.33,119.07,Acropora,un09,Ningaloo,broadcast,Acropora tenuis,Underwood,2009,-21.85,113.97,Acropora,un09,un09,FALSE,Ningaloo <-> Rowley Shoals,Microsatellite,Medium,734.1870931348034
un09RS2S,un09N3,0.03,y,Rowley Shoals,broadcast,Acropora tenuis,Underwood,2009,-17.33,119.07,Acropora,un09,Ningaloo,broadcast,Acropora tenuis,Underwood,2009,-22.1,113.9,Acropora,un09,un09,FALSE,Ningaloo <-> Rowley Shoals,Microsatellite,Medium,758.4385402868692
un09RS2S,un09N4,0.04,y,Rowley Shoals,broadcast,Acropora tenuis,Underwood,2009,-17.33,119.07,Acropora,un09,Ningaloo,broadcast,Acropora tenuis,Underwood,2009,-22.3,113.85,Acropora,un09,un09,FALSE,Ningaloo <-> Rowley Shoals,Microsatellite,Medium,777.6065899082529
un09RS2S,un09N5,0.05,y,Rowley Shoals,broadcast,Acropora tenuis,Underwood,2009,-17.33,119.07,Acropora,un09,Ningaloo,broadcast,Acropora tenuis,Underwood,2009,-22.5,113.8,Acropora,un09,un09,FALSE,Ningaloo <-> Rowley Shoals,Microsatellite,Medium,796.9588318722249
un09RS2S,un09N6,0.04,y,Rowley Shoals,broadcast,Acropora tenuis,Underwood,2009,-17.33,119.07,Acropora,un09,Ningaloo,broadcast,Acropora tenuis,Underwood,2009,-22.7,113.78,Acropora,un09,un09,FALSE,Ningaloo <-> Rowley Shoals,Microsatellite,Medium,814.349189531045
un09RS2S,un09N7,0.04,y,Rowley Shoals,broadcast,Acropora tenuis,Underwood,2009,-17.33,119.07,Acropora,un09,Ningaloo,broadcast,Acropora tenuis,Underwood,2009,-23,113.75,Acropora,un09,un09,FALSE,Ningaloo <-> Rowley Shoals,Microsatellite,Medium,840.8656473642912
un09RS2S,un09N8,0.04,y,Rowley Shoals,broadcast,Acropora tenuis,Underwood,2009,-17.33,119.07,Acropora,un09,Ningaloo,broadcast,Acropora tenuis,Underwood,2009,-23.2,113.73,Acropora,un09,un09,FALSE,Ningaloo <-> Rowley Shoals,Microsatellite,Medium,858.809789604298
un09RS33,un09DC1,0.11,y,Rowley Shoals,broadcast,Acropora tenuis,Underwood,2009,-17.3,119.13,Acropora,un09,Dampier Archipelago,broadcast,Acropora tenuis,Underwood,2009,-20.4,116.55,Acropora,un09,un09,FALSE,Dampier Archipelago <-> Rowley Shoals,Microsatellite,Medium,439.2464814415716
un09RS33,un09DE1,0.14,y,Rowley Shoals,broadcast,Acropora tenuis,Underwood,2009,-17.3,119.13,Acropora,un09,Dampier Archipelago,broadcast,Acropora tenuis,Underwood,2009,-20.48,116.65,Acropora,un09,un09,FALSE,Dampier Archipelago <-> Rowley Shoals,Microsatellite,Medium,439.9041812371064
un09RS33,un09DE2,0.12,y,Rowley Shoals,broadcast,Acropora tenuis,Underwood,2009,-17.3,119.13,Acropora,un09,Dampier Archipelago,broadcast,Acropora tenuis,Underwood,2009,-20.5,116.7,Acropora,un09,un09,FALSE,Dampier Archipelago <-> Rowley Shoals,Microsatellite,Medium,438.596007102887
un09RS33,un09DE3,0.15,y,Rowley Shoals,broadcast,Acropora tenuis,Underwood,2009,-17.3,119.13,Acropora,un09,Dampier Archipelago,broadcast,Acropora tenuis,Underwood,2009,-20.52,116.75,Acropora,un09,un09,FALSE,Dampier Archipelago <-> Rowley Shoals,Microsatellite,Medium,437.3593913902219
un09RS33,un09DW1,0.12,y,Rowley Shoals,broadcast,Acropora tenuis,Underwood,2009,-17.3,119.13,Acropora,un09,Dampier Archipelago,broadcast,Acropora tenuis,Underwood,2009,-20.58,116.55,Acropora,un09,un09,FALSE,Dampier Archipelago <-> Rowley Shoals,Microsatellite,Medium,455.0671601481416
un09RS33,un09DW2,0.15,y,Rowley Shoals,broadcast,Acropora tenuis,Underwood,2009,-17.3,119.13,Acropora,un09,Dampier Archipelago,broadcast,Acropora tenuis,Underwood,2009,-20.6,116.58,Acropora,un09,un09,FALSE,Dampier Archipelago <-> Rowley Shoals,Microsatellite,Medium,454.9751835275547
un09RS33,un09N1,0.04,y,Rowley Shoals,broadcast,Acropora tenuis,Underwood,2009,-17.3,119.13,Acropora,un09,Ningaloo,broadcast,Acropora tenuis,Underwood,2009,-21.85,113.97,Acropora,un09,un09,FALSE,Ningaloo <-> Rowley Shoals,Microsatellite,Medium,741.0934429465286
un09RS33,un09N3,0.05,y,Rowley Shoals,broadcast,Acropora tenuis,Underwood,2009,-17.3,119.13,Acropora,un09,Ningaloo,broadcast,Acropora tenuis,Underwood,2009,-22.1,113.9,Acropora,un09,un09,FALSE,Ningaloo <-> Rowley Shoals,Microsatellite,Medium,765.3014280218883
un09RS33,un09N4,0.06,y,Rowley Shoals,broadcast,Acropora tenuis,Underwood,2009,-17.3,119.13,Acropora,un09,Ningaloo,broadcast,Acropora tenuis,Underwood,2009,-22.3,113.85,Acropora,un09,un09,FALSE,Ningaloo <-> Rowley Shoals,Microsatellite,Medium,784.4333943145991
un09RS33,un09N5,0.09,y,Rowley Shoals,broadcast,Acropora tenuis,Underwood,2009,-17.3,119.13,Acropora,un09,Ningaloo,broadcast,Acropora tenuis,Underwood,2009,-22.5,113.8,Acropora,un09,un09,FALSE,Ningaloo <-> Rowley Shoals,Microsatellite,Medium,803.7495787408395
un09RS33,un09N6,0.07,y,Rowley Shoals,broadcast,Acropora tenuis,Underwood,2009,-17.3,119.13,Acropora,un09,Ningaloo,broadcast,Acropora tenuis,Underwood,2009,-22.7,113.78,Acropora,un09,un09,FALSE,Ningaloo <-> Rowley Shoals,Microsatellite,Medium,821.0972488154574
un09RS33,un09N7,0.05,y,Rowley Shoals,broadcast,Acropora tenuis,Underwood,2009,-17.3,119.13,Acropora,un09,Ningaloo,broadcast,Acropora tenuis,Underwood,2009,-23,113.75,Acropora,un09,un09,FALSE,Ningaloo <-> Rowley Shoals,Microsatellite,Medium,847.5494160851548
un09RS33,un09N8,0.08,y,Rowley Shoals,broadcast,Acropora tenuis,Underwood,2009,-17.3,119.13,Acropora,un09,Ningaloo,broadcast,Acropora tenuis,Underwood,2009,-23.2,113.73,Acropora,un09,un09,FALSE,Ningaloo <-> Rowley Shoals,Microsatellite,Medium,865.4507461147477
un09RS3S,un09DC1,0.12,y,Rowley Shoals,broadcast,Acropora tenuis,Underwood,2009,-17.28,119.15,Acropora,un09,Dampier Archipelago,broadcast,Acropora tenuis,Underwood,2009,-20.4,116.55,Acropora,un09,un09,FALSE,Dampier Archipelago <-> Rowley Shoals,Microsatellite,Medium,442.3087656189402
un09RS3S,un09DE1,0.15,y,Rowley Shoals,broadcast,Acropora tenuis,Underwood,2009,-17.28,119.15,Acropora,un09,Dampier Archipelago,broadcast,Acropora tenuis,Underwood,2009,-20.48,116.65,Acropora,un09,un09,FALSE,Dampier Archipelago <-> Rowley Shoals,Microsatellite,Medium,442.9552471249267
un09RS3S,un09DE2,0.14,y,Rowley Shoals,broadcast,Acropora tenuis,Underwood,2009,-17.28,119.15,Acropora,un09,Dampier Archipelago,broadcast,Acropora tenuis,Underwood,2009,-20.5,116.7,Acropora,un09,un09,FALSE,Dampier Archipelago <-> Rowley Shoals,Microsatellite,Medium,441.6417194669727
un09RS3S,un09DE3,0.16,y,Rowley Shoals,broadcast,Acropora tenuis,Underwood,2009,-17.28,119.15,Acropora,un09,Dampier Archipelago,broadcast,Acropora tenuis,Underwood,2009,-20.52,116.75,Acropora,un09,un09,FALSE,Dampier Archipelago <-> Rowley Shoals,Microsatellite,Medium,440.39923748725784
un09RS3S,un09DW1,0.13,y,Rowley Shoals,broadcast,Acropora tenuis,Underwood,2009,-17.28,119.15,Acropora,un09,Dampier Archipelago,broadcast,Acropora tenuis,Underwood,2009,-20.58,116.55,Acropora,un09,un09,FALSE,Dampier Archipelago <-> Rowley Shoals,Microsatellite,Medium,458.1196910777385
un09RS3S,un09DW2,0.17,y,Rowley Shoals,broadcast,Acropora tenuis,Underwood,2009,-17.28,119.15,Acropora,un09,Dampier Archipelago,broadcast,Acropora tenuis,Underwood,2009,-20.6,116.58,Acropora,un09,un09,FALSE,Dampier Archipelago <-> Rowley Shoals,Microsatellite,Medium,458.024264873851
un09RS3S,un09N1,0.05,y,Rowley Shoals,broadcast,Acropora tenuis,Underwood,2009,-17.28,119.15,Acropora,un09,Ningaloo,broadcast,Acropora tenuis,Underwood,2009,-21.85,113.97,Acropora,un09,un09,FALSE,Ningaloo <-> Rowley Shoals,Microsatellite,Medium,744.1690736842033
un09RS3S,un09N3,0.04,y,Rowley Shoals,broadcast,Acropora tenuis,Underwood,2009,-17.28,119.15,Acropora,un09,Ningaloo,broadcast,Acropora tenuis,Underwood,2009,-22.1,113.9,Acropora,un09,un09,FALSE,Ningaloo <-> Rowley Shoals,Microsatellite,Medium,768.3790339402352
un09RS3S,un09N4,0.07,y,Rowley Shoals,broadcast,Acropora tenuis,Underwood,2009,-17.28,119.15,Acropora,un09,Ningaloo,broadcast,Acropora tenuis,Underwood,2009,-22.3,113.85,Acropora,un09,un09,FALSE,Ningaloo <-> Rowley Shoals,Microsatellite,Medium,787.5116348235442
un09RS3S,un09N5,0.09,y,Rowley Shoals,broadcast,Acropora tenuis,Underwood,2009,-17.28,119.15,Acropora,un09,Ningaloo,broadcast,Acropora tenuis,Underwood,2009,-22.5,113.8,Acropora,un09,un09,FALSE,Ningaloo <-> Rowley Shoals,Microsatellite,Medium,806.8276777664265
un09RS3S,un09N6,0.08,y,Rowley Shoals,broadcast,Acropora tenuis,Underwood,2009,-17.28,119.15,Acropora,un09,Ningaloo,broadcast,Acropora tenuis,Underwood,2009,-22.7,113.78,Acropora,un09,un09,FALSE,Ningaloo <-> Rowley Shoals,Microsatellite,Medium,824.1743117314171
un09RS3S,un09N7,0.06,y,Rowley Shoals,broadcast,Acropora tenuis,Underwood,2009,-17.28,119.15,Acropora,un09,Ningaloo,broadcast,Acropora tenuis,Underwood,2009,-23,113.75,Acropora,un09,un09,FALSE,Ningaloo <-> Rowley Shoals,Microsatellite,Medium,850.6234007247674
un09RS3S,un09N8,0.08,y,Rowley Shoals,broadcast,Acropora tenuis,Underwood,2009,-17.28,119.15,Acropora,un09,Ningaloo,broadcast,Acropora tenuis,Underwood,2009,-23.2,113.73,Acropora,un09,un09,FALSE,Ningaloo <-> Rowley Shoals,Microsatellite,Medium,868.5218095516727
un09DC1,un09N1,0.05,y,Dampier Archipelago,broadcast,Acropora tenuis,Underwood,2009,-20.4,116.55,Acropora,un09,Ningaloo,broadcast,Acropora tenuis,Underwood,2009,-21.85,113.97,Acropora,un09,un09,FALSE,Dampier Archipelago <-> Ningaloo,Microsatellite,Medium,312.7606083031321
un09DC1,un09N3,0.03,y,Dampier Archipelago,broadcast,Acropora tenuis,Underwood,2009,-20.4,116.55,Acropora,un09,Ningaloo,broadcast,Acropora tenuis,Underwood,2009,-22.1,113.9,Acropora,un09,un09,FALSE,Dampier Archipelago <-> Ningaloo,Microsatellite,Medium,333.7584379899442
un09DC1,un09N4,0.04,y,Dampier Archipelago,broadcast,Acropora tenuis,Underwood,2009,-20.4,116.55,Acropora,un09,Ningaloo,broadcast,Acropora tenuis,Underwood,2009,-22.3,113.85,Acropora,un09,un09,FALSE,Dampier Archipelago <-> Ningaloo,Microsatellite,Medium,350.83770005040105
un09DC1,un09N5,0.01,y,Dampier Archipelago,broadcast,Acropora tenuis,Underwood,2009,-20.4,116.55,Acropora,un09,Ningaloo,broadcast,Acropora tenuis,Underwood,2009,-22.5,113.8,Acropora,un09,un09,FALSE,Dampier Archipelago <-> Ningaloo,Microsatellite,Medium,368.5320218214399
un09DC1,un09N6,0.03,y,Dampier Archipelago,broadcast,Acropora tenuis,Underwood,2009,-20.4,116.55,Acropora,un09,Ningaloo,broadcast,Acropora tenuis,Underwood,2009,-22.7,113.78,Acropora,un09,un09,FALSE,Dampier Archipelago <-> Ningaloo,Microsatellite,Medium,384.4343801921131
un09DC1,un09N7,0.05,y,Dampier Archipelago,broadcast,Acropora tenuis,Underwood,2009,-20.4,116.55,Acropora,un09,Ningaloo,broadcast,Acropora tenuis,Underwood,2009,-23,113.75,Acropora,un09,un09,FALSE,Dampier Archipelago <-> Ningaloo,Microsatellite,Medium,409.41176541704596
un09DC1,un09N8,0.01,y,Dampier Archipelago,broadcast,Acropora tenuis,Underwood,2009,-20.4,116.55,Acropora,un09,Ningaloo,broadcast,Acropora tenuis,Underwood,2009,-23.2,113.73,Acropora,un09,un09,FALSE,Dampier Archipelago <-> Ningaloo,Microsatellite,Medium,426.71015552998915
un09DE1,un09N1,0.09,y,Dampier Archipelago,broadcast,Acropora tenuis,Underwood,2009,-20.48,116.65,Acropora,un09,Ningaloo,broadcast,Acropora tenuis,Underwood,2009,-21.85,113.97,Acropora,un09,un09,FALSE,Dampier Archipelago <-> Ningaloo,Microsatellite,Medium,317.25893542116427
un09DE1,un09N3,0.07,y,Dampier Archipelago,broadcast,Acropora tenuis,Underwood,2009,-20.48,116.65,Acropora,un09,Ningaloo,broadcast,Acropora tenuis,Underwood,2009,-22.1,113.9,Acropora,un09,un09,FALSE,Dampier Archipelago <-> Ningaloo,Microsatellite,Medium,337.4487907485552
un09DE1,un09N4,0.08,y,Dampier Archipelago,broadcast,Acropora tenuis,Underwood,2009,-20.48,116.65,Acropora,un09,Ningaloo,broadcast,Acropora tenuis,Underwood,2009,-22.3,113.85,Acropora,un09,un09,FALSE,Dampier Archipelago <-> Ningaloo,Microsatellite,Medium,353.92834160130053
un09DE1,un09N5,0.03,y,Dampier Archipelago,broadcast,Acropora tenuis,Underwood,2009,-20.48,116.65,Acropora,un09,Ningaloo,broadcast,Acropora tenuis,Underwood,2009,-22.5,113.8,Acropora,un09,un09,FALSE,Dampier Archipelago <-> Ningaloo,Microsatellite,Medium,371.07254787884443
un09DE1,un09N6,0.05,y,Dampier Archipelago,broadcast,Acropora tenuis,Underwood,2009,-20.48,116.65,Acropora,un09,Ningaloo,broadcast,Acropora tenuis,Underwood,2009,-22.7,113.78,Acropora,un09,un09,FALSE,Dampier Archipelago <-> Ningaloo,Microsatellite,Medium,386.40121634190757
un09DE1,un09N7,0.08,y,Dampier Archipelago,broadcast,Acropora tenuis,Underwood,2009,-20.48,116.65,Acropora,un09,Ningaloo,broadcast,Acropora tenuis,Underwood,2009,-23,113.75,Acropora,un09,un09,FALSE,Dampier Archipelago <-> Ningaloo,Microsatellite,Medium,410.59645910122873
un09DE1,un09N8,0.03,n,Dampier Archipelago,broadcast,Acropora tenuis,Underwood,2009,-20.48,116.65,Acropora,un09,Ningaloo,broadcast,Acropora tenuis,Underwood,2009,-23.2,113.73,Acropora,un09,un09,FALSE,Dampier Archipelago <-> Ningaloo,Microsatellite,Medium,427.4221483313997
un09DE2,un09N1,0.07,y,Dampier Archipelago,broadcast,Acropora tenuis,Underwood,2009,-20.5,116.7,Acropora,un09,Ningaloo,broadcast,Acropora tenuis,Underwood,2009,-21.85,113.97,Acropora,un09,un09,FALSE,Dampier Archipelago <-> Ningaloo,Microsatellite,Medium,320.7540081014072
un09DE2,un09N3,0.06,y,Dampier Archipelago,broadcast,Acropora tenuis,Underwood,2009,-20.5,116.7,Acropora,un09,Ningaloo,broadcast,Acropora tenuis,Underwood,2009,-22.1,113.9,Acropora,un09,un09,FALSE,Dampier Archipelago <-> Ningaloo,Microsatellite,Medium,340.6572466141575
un09DE2,un09N4,0.07,y,Dampier Archipelago,broadcast,Acropora tenuis,Underwood,2009,-20.5,116.7,Acropora,un09,Ningaloo,broadcast,Acropora tenuis,Underwood,2009,-22.3,113.85,Acropora,un09,un09,FALSE,Dampier Archipelago <-> Ningaloo,Microsatellite,Medium,356.91867319795386
un09DE2,un09N5,0.02,y,Dampier Archipelago,broadcast,Acropora tenuis,Underwood,2009,-20.5,116.7,Acropora,un09,Ningaloo,broadcast,Acropora tenuis,Underwood,2009,-22.5,113.8,Acropora,un09,un09,FALSE,Dampier Archipelago <-> Ningaloo,Microsatellite,Medium,373.8586838482972
un09DE2,un09N6,0.05,y,Dampier Archipelago,broadcast,Acropora tenuis,Underwood,2009,-20.5,116.7,Acropora,un09,Ningaloo,broadcast,Acropora tenuis,Underwood,2009,-22.7,113.78,Acropora,un09,un09,FALSE,Dampier Archipelago <-> Ningaloo,Microsatellite,Medium,388.9718880640771
un09DE2,un09N7,0.07,y,Dampier Archipelago,broadcast,Acropora tenuis,Underwood,2009,-20.5,116.7,Acropora,un09,Ningaloo,broadcast,Acropora tenuis,Underwood,2009,-23,113.75,Acropora,un09,un09,FALSE,Dampier Archipelago <-> Ningaloo,Microsatellite,Medium,412.8669787290588
un09DE2,un09N8,0.02,y,Dampier Archipelago,broadcast,Acropora tenuis,Underwood,2009,-20.5,116.7,Acropora,un09,Ningaloo,broadcast,Acropora tenuis,Underwood,2009,-23.2,113.73,Acropora,un09,un09,FALSE,Dampier Archipelago <-> Ningaloo,Microsatellite,Medium,429.50775573929207
un09DE3,un09N1,0.09,y,Dampier Archipelago,broadcast,Acropora tenuis,Underwood,2009,-20.52,116.75,Acropora,un09,Ningaloo,broadcast,Acropora tenuis,Underwood,2009,-21.85,113.97,Acropora,un09,un09,FALSE,Dampier Archipelago <-> Ningaloo,Microsatellite,Medium,324.30852972398384
un09DE3,un09N3,0.07,y,Dampier Archipelago,broadcast,Acropora tenuis,Underwood,2009,-20.52,116.75,Acropora,un09,Ningaloo,broadcast,Acropora tenuis,Underwood,2009,-22.1,113.9,Acropora,un09,un09,FALSE,Dampier Archipelago <-> Ningaloo,Microsatellite,Medium,343.9271794136459
un09DE3,un09N4,0.08,y,Dampier Archipelago,broadcast,Acropora tenuis,Underwood,2009,-20.52,116.75,Acropora,un09,Ningaloo,broadcast,Acropora tenuis,Underwood,2009,-22.3,113.85,Acropora,un09,un09,FALSE,Dampier Archipelago <-> Ningaloo,Microsatellite,Medium,359.9713714942138
un09DE3,un09N5,0.03,y,Dampier Archipelago,broadcast,Acropora tenuis,Underwood,2009,-20.52,116.75,Acropora,un09,Ningaloo,broadcast,Acropora tenuis,Underwood,2009,-22.5,113.8,Acropora,un09,un09,FALSE,Dampier Archipelago <-> Ningaloo,Microsatellite,Medium,376.70742544106554
un09DE3,un09N6,0.06,y,Dampier Archipelago,broadcast,Acropora tenuis,Underwood,2009,-20.52,116.75,Acropora,un09,Ningaloo,broadcast,Acropora tenuis,Underwood,2009,-22.7,113.78,Acropora,un09,un09,FALSE,Dampier Archipelago <-> Ningaloo,Microsatellite,Medium,391.60562510942185
un09DE3,un09N7,0.08,y,Dampier Archipelago,broadcast,Acropora tenuis,Underwood,2009,-20.52,116.75,Acropora,un09,Ningaloo,broadcast,Acropora tenuis,Underwood,2009,-23,113.75,Acropora,un09,un09,FALSE,Dampier Archipelago <-> Ningaloo,Microsatellite,Medium,415.2003286230093
un09DE3,un09N8,0.03,y,Dampier Archipelago,broadcast,Acropora tenuis,Underwood,2009,-20.52,116.75,Acropora,un09,Ningaloo,broadcast,Acropora tenuis,Underwood,2009,-23.2,113.73,Acropora,un09,un09,FALSE,Dampier Archipelago <-> Ningaloo,Microsatellite,Medium,431.65556679409804
un09DW1,un09N1,0.09,y,Dampier Archipelago,broadcast,Acropora tenuis,Underwood,2009,-20.58,116.55,Acropora,un09,Ningaloo,broadcast,Acropora tenuis,Underwood,2009,-21.85,113.97,Acropora,un09,un09,FALSE,Dampier Archipelago <-> Ningaloo,Microsatellite,Medium,302.7640429815445
un09DW1,un09N3,0.07,y,Dampier Archipelago,broadcast,Acropora tenuis,Underwood,2009,-20.58,116.55,Acropora,un09,Ningaloo,broadcast,Acropora tenuis,Underwood,2009,-22.1,113.9,Acropora,un09,un09,FALSE,Dampier Archipelago <-> Ningaloo,Microsatellite,Medium,322.6784166505015
un09DW1,un09N4,0.08,y,Dampier Archipelago,broadcast,Acropora tenuis,Underwood,2009,-20.58,116.55,Acropora,un09,Ningaloo,broadcast,Acropora tenuis,Underwood,2009,-22.3,113.85,Acropora,un09,un09,FALSE,Dampier Archipelago <-> Ningaloo,Microsatellite,Medium,338.99544616684466
un09DW1,un09N5,0.03,y,Dampier Archipelago,broadcast,Acropora tenuis,Underwood,2009,-20.58,116.55,Acropora,un09,Ningaloo,broadcast,Acropora tenuis,Underwood,2009,-22.5,113.8,Acropora,un09,un09,FALSE,Dampier Archipelago <-> Ningaloo,Microsatellite,Medium,356.0207187756581
un09DW1,un09N6,0.05,y,Dampier Archipelago,broadcast,Acropora tenuis,Underwood,2009,-20.58,116.55,Acropora,un09,Ningaloo,broadcast,Acropora tenuis,Underwood,2009,-22.7,113.78,Acropora,un09,un09,FALSE,Dampier Archipelago <-> Ningaloo,Microsatellite,Medium,371.2558059196386
un09DW1,un09N7,0.08,y,Dampier Archipelago,broadcast,Acropora tenuis,Underwood,2009,-20.58,116.55,Acropora,un09,Ningaloo,broadcast,Acropora tenuis,Underwood,2009,-23,113.75,Acropora,un09,un09,FALSE,Dampier Archipelago <-> Ningaloo,Microsatellite,Medium,395.3711153871435
un09DW1,un09N8,0.03,y,Dampier Archipelago,broadcast,Acropora tenuis,Underwood,2009,-20.58,116.55,Acropora,un09,Ningaloo,broadcast,Acropora tenuis,Underwood,2009,-23.2,113.73,Acropora,un09,un09,FALSE,Dampier Archipelago <-> Ningaloo,Microsatellite,Medium,412.17475466545
un09DW2,un09N1,0.11,y,Dampier Archipelago,broadcast,Acropora tenuis,Underwood,2009,-20.6,116.58,Acropora,un09,Ningaloo,broadcast,Acropora tenuis,Underwood,2009,-21.85,113.97,Acropora,un09,un09,FALSE,Dampier Archipelago <-> Ningaloo,Microsatellite,Medium,304.48038622203904
un09DW2,un09N3,0.09,y,Dampier Archipelago,broadcast,Acropora tenuis,Underwood,2009,-20.6,116.58,Acropora,un09,Ningaloo,broadcast,Acropora tenuis,Underwood,2009,-22.1,113.9,Acropora,un09,un09,FALSE,Dampier Archipelago <-> Ningaloo,Microsatellite,Medium,324.1625806861989
un09DW2,un09N4,0.1,y,Dampier Archipelago,broadcast,Acropora tenuis,Underwood,2009,-20.6,116.58,Acropora,un09,Ningaloo,broadcast,Acropora tenuis,Underwood,2009,-22.3,113.85,Acropora,un09,un09,FALSE,Dampier Archipelago <-> Ningaloo,Microsatellite,Medium,340.30603317169243
un09DW2,un09N5,0.05,y,Dampier Archipelago,broadcast,Acropora tenuis,Underwood,2009,-20.6,116.58,Acropora,un09,Ningaloo,broadcast,Acropora tenuis,Underwood,2009,-22.5,113.8,Acropora,un09,un09,FALSE,Dampier Archipelago <-> Ningaloo,Microsatellite,Medium,357.1710913723443
un09DW2,un09N6,0.07,y,Dampier Archipelago,broadcast,Acropora tenuis,Underwood,2009,-20.6,116.58,Acropora,un09,Ningaloo,broadcast,Acropora tenuis,Underwood,2009,-22.7,113.78,Acropora,un09,un09,FALSE,Dampier Archipelago <-> Ningaloo,Microsatellite,Medium,372.23961057965795
un09DW2,un09N7,0.1,y,Dampier Archipelago,broadcast,Acropora tenuis,Underwood,2009,-20.6,116.58,Acropora,un09,Ningaloo,broadcast,Acropora tenuis,Underwood,2009,-23,113.75,Acropora,un09,un09,FALSE,Dampier Archipelago <-> Ningaloo,Microsatellite,Medium,396.1264963697446
un09DW2,un09N8,0.05,y,Dampier Archipelago,broadcast,Acropora tenuis,Underwood,2009,-20.6,116.58,Acropora,un09,Ningaloo,broadcast,Acropora tenuis,Underwood,2009,-23.2,113.73,Acropora,un09,un09,FALSE,Dampier Archipelago <-> Ningaloo,Microsatellite,Medium,412.79146818752594
ad21Qu,ad21JI,0.749,y,Ningaloo,broadcast,Acropora digitifera,Adam et al,2022,-24.49,113.41,Acropora,ad21,Kimberley Nearshore,broadcast,Acropora digitifera,Adam et al,2022,-15.71,124.47,Acropora,ad21,ad21,FALSE,Kimberley Nearshore <-> Ningaloo,SNP,High,1512.5908463747128
ad21Qu,ad21HI,0.726,y,Ningaloo,broadcast,Acropora digitifera,Adam et al,2022,-24.49,113.41,Acropora,ad21,Kimberley Nearshore,broadcast,Acropora digitifera,Adam et al,2022,-15.06,124.73,Acropora,ad21,ad21,FALSE,Kimberley Nearshore <-> Ningaloo,SNP,High,1582.1508126840897
ad21Qu,ad21Au,0.724,y,Ningaloo,broadcast,Acropora digitifera,Adam et al,2022,-24.49,113.41,Acropora,ad21,Kimberley Nearshore,broadcast,Acropora digitifera,Adam et al,2022,-15.47,124.55,Acropora,ad21,ad21,FALSE,Kimberley Nearshore <-> Ningaloo,SNP,High,1536.9098063794775
ad21Qu,ad21OI,0.693,y,Ningaloo,broadcast,Acropora digitifera,Adam et al,2022,-24.49,113.41,Acropora,ad21,Kimberley Nearshore,broadcast,Acropora digitifera,Adam et al,2022,-14.67,124.68,Acropora,ad21,ad21,FALSE,Kimberley Nearshore <-> Ningaloo,SNP,High,1608.3967887246374
ad21Qu,ad21Ad,0.092,y,Ningaloo,broadcast,Acropora digitifera,Adam et al,2022,-24.49,113.41,Acropora,ad21,Kimberley Nearshore,broadcast,Acropora digitifera,Adam et al,2022,-15.53,123.2,Acropora,ad21,ad21,FALSE,Kimberley Nearshore <-> Ningaloo,SNP,High,1428.3540943299226
ad21Qu,ad21BR,0.097,y,Ningaloo,broadcast,Acropora digitifera,Adam et al,2022,-24.49,113.41,Acropora,ad21,Kimberley Nearshore,broadcast,Acropora digitifera,Adam et al,2022,-15.32,123.54,Acropora,ad21,ad21,FALSE,Kimberley Nearshore <-> Ningaloo,SNP,High,1470.5693837560113
ad21Qu,ad21As,0.059,y,Ningaloo,broadcast,Acropora digitifera,Adam et al,2022,-24.49,113.41,Acropora,ad21,Ashmore,broadcast,Acropora digitifera,Adam et al,2022,-12.17,123.06,Acropora,ad21,ad21,FALSE,Ashmore <-> Ningaloo,SNP,High,1707.3825561433184
