Site_A,Site_B,Fst,significant,Region_A,Spawn_A,Species_A,Author_A,Year_A,Lat_A,Lon_A,Taxon_A,Study_A,Region_B,Spawn_B,Species_B,Author_B,Year_B,Lat_B,Lon_B,Taxon_B,Study_B,study,same_region,region_pair,marker_category,marker_resolution,geo_dist_km
ros16D,ros16N,0.1379,y,Dampier Archipelago,broadcast,Acropora tenuis,Rosser et al,2016,-20.65,116.7,Acropora,ros16,Ningaloo,broadcast,Acropora tenuis,Rosser et al,2016,-22.3,113.8,Acropora,ros16,ros16,FALSE,Dampier Archipelago <-> Ningaloo,Mixed,High,352.10054507630576
ros16M,ros16D,0.0654,y,Pilbara Offshore,broadcast,Acropora tenuis,Rosser et al,2016,-20.505,115.522,Acropora,ros16,Dampier Archipelago,broadcast,Acropora tenuis,Rosser et al,2016,-20.65,116.7,Acropora,ros16,ros16,FALSE,Dampier Archipelago <-> Pilbara Offshore,Mixed,High,123.82393946361185
ros16M,ros16N,0.0654,y,Pilbara Offshore,broadcast,Acropora tenuis,Rosser et al,2016,-20.505,115.522,Acropora,ros16,Ningaloo,broadcast,Acropora tenuis,Rosser et al,2016,-22.3,113.8,Acropora,ros16,ros16,FALSE,Ningaloo <-> Pilbara Offshore,Mixed,High,267.9103057972806
un09SL1,un09RS11,0.01,y,Scott Reef,broadcast,Acropora tenuis,Underwood,2009,-14.05,121.8,Acropora,un09,Rowley Shoals,broadcast,Acropora tenuis,Underwood,2009,-17.33,118.97,Acropora,un09,un09,FALSE,Rowley Shoals <-> Scott Reef,Microsatellite,Medium,474.6306147194172
un09SL1,un09RS1S,0.04,y,Scott Reef,broadcast,Acropora tenuis,Underwood,2009,-14.05,121.8,Acropora,un09,Rowley Shoals,broadcast,Acropora tenuis,Underwood,2009,-17.33,118.98,Acropora,un09,un09,FALSE,Rowley Shoals <-> Scott Reef,Microsatellite,Medium,473.94674149771373
un09SL1,un09RS22,0.02,y,Scott Reef,broadcast,Acropora tenuis,Underwood,2009,-14.05,121.8,Acropora,un09,Rowley Shoals,broadcast,Acropora tenuis,Underwood,2009,-17.33,119.05,Acropora,un09,un09,FALSE,Rowley Shoals <-> Scott Reef,Microsatellite,Medium,469.200234525077
un09SL1,un09RS2S,0.02,y,Scott Reef,broadcast,Acropora tenuis,Underwood,2009,-14.05,121.8,Acropora,un09,Rowley Shoals,broadcast,Acropora tenuis,Underwood,2009,-17.33,119.07,Acropora,un09,un09,FALSE,Rowley Shoals <-> Scott Reef,Microsatellite,Medium,467.85733057528495
un09SL1,un09RS33,0.03,y,Scott Reef,broadcast,Acropora tenuis,Underwood,2009,-14.05,121.8,Acropora,un09,Rowley Shoals,broadcast,Acropora tenuis,Underwood,2009,-17.3,119.13,Acropora,un09,un09,FALSE,Rowley Shoals <-> Scott Reef,Microsatellite,Medium,461.2541669826215
un09SL1,un09RS3S,0.06,y,Scott Reef,broadcast,Acropora tenuis,Underwood,2009,-14.05,121.8,Acropora,un09,Rowley Shoals,broadcast,Acropora tenuis,Underwood,2009,-17.28,119.15,Acropora,un09,un09,FALSE,Rowley Shoals <-> Scott Reef,Microsatellite,Medium,458.1875230037511
un09SL1,un09DC1,0.07,y,Scott Reef,broadcast,Acropora tenuis,Underwood,2009,-14.05,121.8,Acropora,un09,Dampier Archipelago,broadcast,Acropora tenuis,Underwood,2009,-20.4,116.55,Acropora,un09,un09,FALSE,Dampier Archipelago <-> Scott Reef,Microsatellite,Medium,900.4730115237845
un09SL1,un09DE1,0.09,y,Scott Reef,broadcast,Acropora tenuis,Underwood,2009,-14.05,121.8,Acropora,un09,Dampier Archipelago,broadcast,Acropora tenuis,Underwood,2009,-20.48,116.65,Acropora,un09,un09,FALSE,Dampier Archipelago <-> Scott Reef,Microsatellite,Medium,900.9108107932205
un09SL1,un09DE2,0.07,y,Scott Reef,broadcast,Acropora tenuis,Underwood,2009,-14.05,121.8,Acropora,un09,Dampier Archipelago,broadcast,Acropora tenuis,Underwood,2009,-20.5,116.7,Acropora,un09,un09,FALSE,Dampier Archipelago <-> Scott Reef,Microsatellite,Medium,899.4526377760094
un09SL1,un09DE3,0.09,y,Scott Reef,broadcast,Acropora tenuis,Underwood,2009,-14.05,121.8,Acropora,un09,Dampier Archipelago,broadcast,Acropora tenuis,Underwood,2009,-20.52,116.75,Acropora,un09,un09,FALSE,Dampier Archipelago <-> Scott Reef,Microsatellite,Medium,898.0297584472819
un09SL1,un09DW1,0.06,y,Scott Reef,broadcast,Acropora tenuis,Underwood,2009,-14.05,121.8,Acropora,un09,Dampier Archipelago,broadcast,Acropora tenuis,Underwood,2009,-20.58,116.55,Acropora,un09,un09,FALSE,Dampier Archipelago <-> Scott Reef,Microsatellite,Medium,916.1073334775092
un09SL1,un09DW2,0.08,y,Scott Reef,broadcast,Acropora tenuis,Underwood,2009,-14.05,121.8,Acropora,un09,Dampier Archipelago,broadcast,Acropora tenuis,Underwood,2009,-20.6,116.58,Acropora,un09,un09,FALSE,Dampier Archipelago <-> Scott Reef,Microsatellite,Medium,915.9235874999656
un09SL1,un09N1,0.05,y,Scott Reef,broadcast,Acropora tenuis,Underwood,2009,-14.05,121.8,Acropora,un09,Ningaloo,broadcast,Acropora tenuis,Underwood,2009,-21.85,113.97,Acropora,un09,un09,FALSE,Ningaloo <-> Scott Reef,Microsatellite,Medium,1200.0056755609469
un09SL1,un09N3,0.05,y,Scott Reef,broadcast,Acropora tenuis,Underwood,2009,-14.05,121.8,Acropora,un09,Ningaloo,broadcast,Acropora tenuis,Underwood,2009,-22.1,113.9,Acropora,un09,un09,FALSE,Ningaloo <-> Scott Reef,Microsatellite,Medium,1224.886729407051
un09SL1,un09N4,0.06,y,Scott Reef,broadcast,Acropora tenuis,Underwood,2009,-14.05,121.8,Acropora,un09,Ningaloo,broadcast,Acropora tenuis,Underwood,2009,-22.3,113.85,Acropora,un09,un09,FALSE,Ningaloo <-> Scott Reef,Microsatellite,Medium,1244.471471170578
un09SL1,un09N5,0.07,y,Scott Reef,broadcast,Acropora tenuis,Underwood,2009,-14.05,121.8,Acropora,un09,Ningaloo,broadcast,Acropora tenuis,Underwood,2009,-22.5,113.8,Acropora,un09,un09,FALSE,Ningaloo <-> Scott Reef,Microsatellite,Medium,1264.1556769758038
un09SL1,un09N6,0.06,y,Scott Reef,broadcast,Acropora tenuis,Underwood,2009,-14.05,121.8,Acropora,un09,Ningaloo,broadcast,Acropora tenuis,Underwood,2009,-22.7,113.78,Acropora,un09,un09,FALSE,Ningaloo <-> Scott Reef,Microsatellite,Medium,1281.843559819156
un09SL1,un09N7,0.06,y,Scott Reef,broadcast,Acropora tenuis,Underwood,2009,-14.05,121.8,Acropora,un09,Ningaloo,broadcast,Acropora tenuis,Underwood,2009,-23,113.75,Acropora,un09,un09,FALSE,Ningaloo <-> Scott Reef,Microsatellite,Medium,1308.632716150544
un09SL1,un09N8,0.05,y,Scott Reef,broadcast,Acropora tenuis,Underwood,2009,-14.05,121.8,Acropora,un09,Ningaloo,broadcast,Acropora tenuis,Underwood,2009,-23.2,113.73,Acropora,un09,un09,FALSE,Ningaloo <-> Scott Reef,Microsatellite,Medium,1326.655554019033
un09SL2,un09RS11,0.02,y,Scott Reef,broadcast,Acropora tenuis,Underwood,2009,-14.1,121.85,Acropora,un09,Rowley Shoals,broadcast,Acropora tenuis,Underwood,2009,-17.33,118.97,Acropora,un09,un09,FALSE,Rowley Shoals <-> Scott Reef,Microsatellite,Medium,473.8102766336652
un09SL2,un09RS1S,0.04,y,Scott Reef,broadcast,Acropora tenuis,Underwood,2009,-14.1,121.85,Acropora,un09,Rowley Shoals,broadcast,Acropora tenuis,Underwood,2009,-17.33,118.98,Acropora,un09,un09,FALSE,Rowley Shoals <-> Scott Reef,Microsatellite,Medium,473.11324876644295
un09SL2,un09RS22,0.01,y,Scott Reef,broadcast,Acropora tenuis,Underwood,2009,-14.1,121.85,Acropora,un09,Rowley Shoals,broadcast,Acropora tenuis,Underwood,2009,-17.33,119.05,Acropora,un09,un09,FALSE,Rowley Shoals <-> Scott Reef,Microsatellite,Medium,468.2736369721096
un09SL2,un09RS2S,0,y,Scott Reef,broadcast,Acropora tenuis,Underwood,2009,-14.1,121.85,Acropora,un09,Rowley Shoals,broadcast,Acropora tenuis,Underwood,2009,-17.33,119.07,Acropora,un09,un09,FALSE,Rowley Shoals <-> Scott Reef,Microsatellite,Medium,466.903802291793
un09SL2,un09RS33,0.01,y,Scott Reef,broadcast,Acropora tenuis,Underwood,2009,-14.1,121.85,Acropora,un09,Rowley Shoals,broadcast,Acropora tenuis,Underwood,2009,-17.3,119.13,Acropora,un09,un09,FALSE,Rowley Shoals <-> Scott Reef,Microsatellite,Medium,460.2540082966537
un09SL2,un09RS3S,0.03,y,Scott Reef,broadcast,Acropora tenuis,Underwood,2009,-14.1,121.85,Acropora,un09,Rowley Shoals,broadcast,Acropora tenuis,Underwood,2009,-17.28,119.15,Acropora,un09,un09,FALSE,Rowley Shoals <-> Scott Reef,Microsatellite,Medium,457.18331491449817
un09SL2,un09DC1,0.08,y,Scott Reef,broadcast,Acropora tenuis,Underwood,2009,-14.1,121.85,Acropora,un09,Dampier Archipelago,broadcast,Acropora tenuis,Underwood,2009,-20.4,116.55,Acropora,un09,un09,FALSE,Dampier Archipelago <-> Scott Reef,Microsatellite,Medium,899.382587346325
un09SL2,un09DE1,0.09,y,Scott Reef,broadcast,Acropora tenuis,Underwood,2009,-14.1,121.85,Acropora,un09,Dampier Archipelago,broadcast,Acropora tenuis,Underwood,2009,-20.48,116.65,Acropora,un09,un09,FALSE,Dampier Archipelago <-> Scott Reef,Microsatellite,Medium,899.7031921968327
un09SL2,un09DE2,0.08,y,Scott Reef,broadcast,Acropora tenuis,Underwood,2009,-14.1,121.85,Acropora,un09,Dampier Archipelago,broadcast,Acropora tenuis,Underwood,2009,-20.5,116.7,Acropora,un09,un09,FALSE,Dampier Archipelago <-> Scott Reef,Microsatellite,Medium,898.1982917576162
un09SL2,un09DE3,0.1,y,Scott Reef,broadcast,Acropora tenuis,Underwood,2009,-14.1,121.85,Acropora,un09,Dampier Archipelago,broadcast,Acropora tenuis,Underwood,2009,-20.52,116.75,Acropora,un09,un09,FALSE,Dampier Archipelago <-> Scott Reef,Microsatellite,Medium,896.7285812708569
un09SL2,un09DW1,0.07,y,Scott Reef,broadcast,Acropora tenuis,Underwood,2009,-14.1,121.85,Acropora,un09,Dampier Archipelago,broadcast,Acropora tenuis,Underwood,2009,-20.58,116.55,Acropora,un09,un09,FALSE,Dampier Archipelago <-> Scott Reef,Microsatellite,Medium,914.9100959901198
un09SL2,un09DW2,0.1,y,Scott Reef,broadcast,Acropora tenuis,Underwood,2009,-14.1,121.85,Acropora,un09,Dampier Archipelago,broadcast,Acropora tenuis,Underwood,2009,-20.6,116.58,Acropora,un09,un09,FALSE,Dampier Archipelago <-> Scott Reef,Microsatellite,Medium,914.6941728072051
un09SL2,un09N1,0.05,y,Scott Reef,broadcast,Acropora tenuis,Underwood,2009,-14.1,121.85,Acropora,un09,Ningaloo,broadcast,Acropora tenuis,Underwood,2009,-21.85,113.97,Acropora,un09,un09,FALSE,Ningaloo <-> Scott Reef,Microsatellite,Medium,1199.5782382488696
un09SL2,un09N3,0.04,y,Scott Reef,broadcast,Acropora tenuis,Underwood,2009,-14.1,121.85,Acropora,un09,Ningaloo,broadcast,Acropora tenuis,Underwood,2009,-22.1,113.9,Acropora,un09,un09,FALSE,Ningaloo <-> Scott Reef,Microsatellite,Medium,1224.3662120350632
un09SL2,un09N4,0.05,y,Scott Reef,broadcast,Acropora tenuis,Underwood,2009,-14.1,121.85,Acropora,un09,Ningaloo,broadcast,Acropora tenuis,Underwood,2009,-22.3,113.85,Acropora,un09,un09,FALSE,Ningaloo <-> Scott Reef,Microsatellite,Medium,1243.8763169697907
un09SL2,un09N5,0.06,y,Scott Reef,broadcast,Acropora tenuis,Underwood,2009,-14.1,121.85,Acropora,un09,Ningaloo,broadcast,Acropora tenuis,Underwood,2009,-22.5,113.8,Acropora,un09,un09,FALSE,Ningaloo <-> Scott Reef,Microsatellite,Medium,1263.4881520356391
un09SL2,un09N6,0.05,y,Scott Reef,broadcast,Acropora tenuis,Underwood,2009,-14.1,121.85,Acropora,un09,Ningaloo,broadcast,Acropora tenuis,Underwood,2009,-22.7,113.78,Acropora,un09,un09,FALSE,Ningaloo <-> Scott Reef,Microsatellite,Medium,1281.0921692692698
un09SL2,un09N7,0.05,y,Scott Reef,broadcast,Acropora tenuis,Underwood,2009,-14.1,121.85,Acropora,un09,Ningaloo,broadcast,Acropora tenuis,Underwood,2009,-23,113.75,Acropora,un09,un09,FALSE,Ningaloo <-> Scott Reef,Microsatellite,Medium,1307.7598439614137
un09SL2,un09N8,0.06,y,Scott Reef,broadcast,Acropora tenuis,Underwood,2009,-14.1,121.85,Acropora,un09,Ningaloo,broadcast,Acropora tenuis,Underwood,2009,-23.2,113.73,Acropora,un09,un09,FALSE,Ningaloo <-> Scott Reef,Microsatellite,Medium,1325.7044673659336
un09SL4,un09RS11,0.03,y,Scott Reef,broadcast,Acropora tenuis,Underwood,2009,-14.1,121.9,Acropora,un09,Rowley Shoals,broadcast,Acropora tenuis,Underwood,2009,-17.33,118.97,Acropora,un09,un09,FALSE,Rowley Shoals <-> Scott Reef,Microsatellite,Medium,477.31621904267996
un09SL4,un09RS1S,0.04,y,Scott Reef,broadcast,Acropora tenuis,Underwood,2009,-14.1,121.9,Acropora,un09,Rowley Shoals,broadcast,Acropora tenuis,Underwood,2009,-17.33,118.98,Acropora,un09,un09,FALSE,Rowley Shoals <-> Scott Reef,Microsatellite,Medium,476.6122772064143
un09SL4,un09RS22,0.03,y,Scott Reef,broadcast,Acropora tenuis,Underwood,2009,-14.1,121.9,Acropora,un09,Rowley Shoals,broadcast,Acropora tenuis,Underwood,2009,-17.33,119.05,Acropora,un09,un09,FALSE,Rowley Shoals <-> Scott Reef,Microsatellite,Medium,471.72340291500143
un09SL4,un09RS2S,0.02,y,Scott Reef,broadcast,Acropora tenuis,Underwood,2009,-14.1,121.9,Acropora,un09,Rowley Shoals,broadcast,Acropora tenuis,Underwood,2009,-17.33,119.07,Acropora,un09,un09,FALSE,Rowley Shoals <-> Scott Reef,Microsatellite,Medium,470.3392116975352
un09SL4,un09RS33,0.04,y,Scott Reef,broadcast,Acropora tenuis,Underwood,2009,-14.1,121.9,Acropora,un09,Rowley Shoals,broadcast,Acropora tenuis,Underwood,2009,-17.3,119.13,Acropora,un09,un09,FALSE,Rowley Shoals <-> Scott Reef,Microsatellite,Medium,463.66494389574245
un09SL4,un09RS3S,0.05,y,Scott Reef,broadcast,Acropora tenuis,Underwood,2009,-14.1,121.9,Acropora,un09,Rowley Shoals,broadcast,Acropora tenuis,Underwood,2009,-17.28,119.15,Acropora,un09,un09,FALSE,Rowley Shoals <-> Scott Reef,Microsatellite,Medium,460.59241343046483
un09SL4,un09DC1,0.08,y,Scott Reef,broadcast,Acropora tenuis,Underwood,2009,-14.1,121.9,Acropora,un09,Dampier Archipelago,broadcast,Acropora tenuis,Underwood,2009,-20.4,116.55,Acropora,un09,un09,FALSE,Dampier Archipelago <-> Scott Reef,Microsatellite,Medium,902.7175269052864
un09SL4,un09DE1,0.09,y,Scott Reef,broadcast,Acropora tenuis,Underwood,2009,-14.1,121.9,Acropora,un09,Dampier Archipelago,broadcast,Acropora tenuis,Underwood,2009,-20.48,116.65,Acropora,un09,un09,FALSE,Dampier Archipelago <-> Scott Reef,Microsatellite,Medium,902.9729385128775
un09SL4,un09DE2,0.07,y,Scott Reef,broadcast,Acropora tenuis,Underwood,2009,-14.1,121.9,Acropora,un09,Dampier Archipelago,broadcast,Acropora tenuis,Underwood,2009,-20.5,116.7,Acropora,un09,un09,FALSE,Dampier Archipelago <-> Scott Reef,Microsatellite,Medium,901.4418381085055
un09SL4,un09DE3,0.09,y,Scott Reef,broadcast,Acropora tenuis,Underwood,2009,-14.1,121.9,Acropora,un09,Dampier Archipelago,broadcast,Acropora tenuis,Underwood,2009,-20.52,116.75,Acropora,un09,un09,FALSE,Dampier Archipelago <-> Scott Reef,Microsatellite,Medium,899.9457203583817
un09SL4,un09DW1,0.07,y,Scott Reef,broadcast,Acropora tenuis,Underwood,2009,-14.1,121.9,Acropora,un09,Dampier Archipelago,broadcast,Acropora tenuis,Underwood,2009,-20.58,116.55,Acropora,un09,un09,FALSE,Dampier Archipelago <-> Scott Reef,Microsatellite,Medium,918.1851780242029
un09SL4,un09DW2,0.09,y,Scott Reef,broadcast,Acropora tenuis,Underwood,2009,-14.1,121.9,Acropora,un09,Dampier Archipelago,broadcast,Acropora tenuis,Underwood,2009,-20.6,116.58,Acropora,un09,un09,FALSE,Dampier Archipelago <-> Scott Reef,Microsatellite,Medium,917.9512231794088
un09SL4,un09N1,0.04,y,Scott Reef,broadcast,Acropora tenuis,Underwood,2009,-14.1,121.9,Acropora,un09,Ningaloo,broadcast,Acropora tenuis,Underwood,2009,-21.85,113.97,Acropora,un09,un09,FALSE,Ningaloo <-> Scott Reef,Microsatellite,Medium,1203.258261633726
un09SL4,un09N3,0.03,y,Scott Reef,broadcast,Acropora tenuis,Underwood,2009,-14.1,121.9,Acropora,un09,Ningaloo,broadcast,Acropora tenuis,Underwood,2009,-22.1,113.9,Acropora,un09,un09,FALSE,Ningaloo <-> Scott Reef,Microsatellite,Medium,1227.9981351768968
un09SL4,un09N4,0.04,y,Scott Reef,broadcast,Acropora tenuis,Underwood,2009,-14.1,121.9,Acropora,un09,Ningaloo,broadcast,Acropora tenuis,Underwood,2009,-22.3,113.85,Acropora,un09,un09,FALSE,Ningaloo <-> Scott Reef,Microsatellite,Medium,1247.4692707858155
un09SL4,un09N5,0.05,y,Scott Reef,broadcast,Acropora tenuis,Underwood,2009,-14.1,121.9,Acropora,un09,Ningaloo,broadcast,Acropora tenuis,Underwood,2009,-22.5,113.8,Acropora,un09,un09,FALSE,Ningaloo <-> Scott Reef,Microsatellite,Medium,1267.0429634503105
un09SL4,un09N6,0.04,y,Scott Reef,broadcast,Acropora tenuis,Underwood,2009,-14.1,121.9,Acropora,un09,Ningaloo,broadcast,Acropora tenuis,Underwood,2009,-22.7,113.78,Acropora,un09,un09,FALSE,Ningaloo <-> Scott Reef,Microsatellite,Medium,1284.602429834997
un09SL4,un09N7,0.04,y,Scott Reef,broadcast,Acropora tenuis,Underwood,2009,-14.1,121.9,Acropora,un09,Ningaloo,broadcast,Acropora tenuis,Underwood,2009,-23,113.75,Acropora,un09,un09,FALSE,Ningaloo <-> Scott Reef,Microsatellite,Medium,1311.2047345522371
un09SL4,un09N8,0.04,y,Scott Reef,broadcast,Acropora tenuis,Underwood,2009,-14.1,121.9,Acropora,un09,Ningaloo,broadcast,Acropora tenuis,Underwood,2009,-23.2,113.73,Acropora,un09,un09,FALSE,Ningaloo <-> Scott Reef,Microsatellite,Medium,1329.1067443223415
un09SL5,un09RS11,0.02,y,Scott Reef,broadcast,Acropora tenuis,Underwood,2009,-14.12,121.88,Acropora,un09,Rowley Shoals,broadcast,Acropora tenuis,Underwood,2009,-17.33,118.97,Acropora,un09,un09,FALSE,Rowley Shoals <-> Scott Reef,Microsatellite,Medium,474.22018987551326
un09SL5,un09RS1S,0.03,y,Scott Reef,broadcast,Acropora tenuis,Underwood,2009,-14.12,121.88,Acropora,un09,Rowley Shoals,broadcast,Acropora tenuis,Underwood,2009,-17.33,118.98,Acropora,un09,un09,FALSE,Rowley Shoals <-> Scott Reef,Microsatellite,Medium,473.5165598407468
un09SL5,un09RS22,0.01,y,Scott Reef,broadcast,Acropora tenuis,Underwood,2009,-14.12,121.88,Acropora,un09,Rowley Shoals,broadcast,Acropora tenuis,Underwood,2009,-17.33,119.05,Acropora,un09,un09,FALSE,Rowley Shoals <-> Scott Reef,Microsatellite,Medium,468.63014358794777
un09SL5,un09RS2S,0,y,Scott Reef,broadcast,Acropora tenuis,Underwood,2009,-14.12,121.88,Acropora,un09,Rowley Shoals,broadcast,Acropora tenuis,Underwood,2009,-17.33,119.07,Acropora,un09,un09,FALSE,Rowley Shoals <-> Scott Reef,Microsatellite,Medium,467.2467456480136
un09SL5,un09RS33,0.02,y,Scott Reef,broadcast,Acropora tenuis,Underwood,2009,-14.12,121.88,Acropora,un09,Rowley Shoals,broadcast,Acropora tenuis,Underwood,2009,-17.3,119.13,Acropora,un09,un09,FALSE,Rowley Shoals <-> Scott Reef,Microsatellite,Medium,460.5738987162641
un09SL5,un09RS3S,0.03,y,Scott Reef,broadcast,Acropora tenuis,Underwood,2009,-14.12,121.88,Acropora,un09,Rowley Shoals,broadcast,Acropora tenuis,Underwood,2009,-17.28,119.15,Acropora,un09,un09,FALSE,Rowley Shoals <-> Scott Reef,Microsatellite,Medium,457.5014726971469
un09SL5,un09DC1,0.07,y,Scott Reef,broadcast,Acropora tenuis,Underwood,2009,-14.12,121.88,Acropora,un09,Dampier Archipelago,broadcast,Acropora tenuis,Underwood,2009,-20.4,116.55,Acropora,un09,un09,FALSE,Dampier Archipelago <-> Scott Reef,Microsatellite,Medium,899.6322115751574
un09SL5,un09DE1,0.08,y,Scott Reef,broadcast,Acropora tenuis,Underwood,2009,-14.12,121.88,Acropora,un09,Dampier Archipelago,broadcast,Acropora tenuis,Underwood,2009,-20.48,116.65,Acropora,un09,un09,FALSE,Dampier Archipelago <-> Scott Reef,Microsatellite,Medium,899.8928066684006
un09SL5,un09DE2,0.07,y,Scott Reef,broadcast,Acropora tenuis,Underwood,2009,-14.12,121.88,Acropora,un09,Dampier Archipelago,broadcast,Acropora tenuis,Underwood,2009,-20.5,116.7,Acropora,un09,un09,FALSE,Dampier Archipelago <-> Scott Reef,Microsatellite,Medium,898.3639711405477
un09SL5,un09DE3,0.09,y,Scott Reef,broadcast,Acropora tenuis,Underwood,2009,-14.12,121.88,Acropora,un09,Dampier Archipelago,broadcast,Acropora tenuis,Underwood,2009,-20.52,116.75,Acropora,un09,un09,FALSE,Dampier Archipelago <-> Scott Reef,Microsatellite,Medium,896.8702402049443
un09SL5,un09DW1,0.06,y,Scott Reef,broadcast,Acropora tenuis,Underwood,2009,-14.12,121.88,Acropora,un09,Dampier Archipelago,broadcast,Acropora tenuis,Underwood,2009,-20.58,116.55,Acropora,un09,un09,FALSE,Dampier Archipelago <-> Scott Reef,Microsatellite,Medium,915.104610472819
un09SL5,un09DW2,0.09,y,Scott Reef,broadcast,Acropora tenuis,Underwood,2009,-14.12,121.88,Acropora,un09,Dampier Archipelago,broadcast,Acropora tenuis,Underwood,2009,-20.6,116.58,Acropora,un09,un09,FALSE,Dampier Archipelago <-> Scott Reef,Microsatellite,Medium,914.8721899611674
un09SL5,un09N1,0.04,y,Scott Reef,broadcast,Acropora tenuis,Underwood,2009,-14.12,121.88,Acropora,un09,Ningaloo,broadcast,Acropora tenuis,Underwood,2009,-21.85,113.97,Acropora,un09,un09,FALSE,Ningaloo <-> Scott Reef,Microsatellite,Medium,1200.1573329943037
un09SL5,un09N3,0.03,y,Scott Reef,broadcast,Acropora tenuis,Underwood,2009,-14.12,121.88,Acropora,un09,Ningaloo,broadcast,Acropora tenuis,Underwood,2009,-22.1,113.9,Acropora,un09,un09,FALSE,Ningaloo <-> Scott Reef,Microsatellite,Medium,1224.8981301386323
un09SL5,un09N4,0.04,y,Scott Reef,broadcast,Acropora tenuis,Underwood,2009,-14.12,121.88,Acropora,un09,Ningaloo,broadcast,Acropora tenuis,Underwood,2009,-22.3,113.85,Acropora,un09,un09,FALSE,Ningaloo <-> Scott Reef,Microsatellite,Medium,1244.370336769412
un09SL5,un09N5,0.05,y,Scott Reef,broadcast,Acropora tenuis,Underwood,2009,-14.12,121.88,Acropora,un09,Ningaloo,broadcast,Acropora tenuis,Underwood,2009,-22.5,113.8,Acropora,un09,un09,FALSE,Ningaloo <-> Scott Reef,Microsatellite,Medium,1263.945349828945
un09SL5,un09N6,0.04,y,Scott Reef,broadcast,Acropora tenuis,Underwood,2009,-14.12,121.88,Acropora,un09,Ningaloo,broadcast,Acropora tenuis,Underwood,2009,-22.7,113.78,Acropora,un09,un09,FALSE,Ningaloo <-> Scott Reef,Microsatellite,Medium,1281.5066890315325
un09SL5,un09N7,0.04,y,Scott Reef,broadcast,Acropora tenuis,Underwood,2009,-14.12,121.88,Acropora,un09,Ningaloo,broadcast,Acropora tenuis,Underwood,2009,-23,113.75,Acropora,un09,un09,FALSE,Ningaloo <-> Scott Reef,Microsatellite,Medium,1308.1123685075022
un09SL5,un09N8,0.04,y,Scott Reef,broadcast,Acropora tenuis,Underwood,2009,-14.12,121.88,Acropora,un09,Ningaloo,broadcast,Acropora tenuis,Underwood,2009,-23.2,113.73,Acropora,un09,un09,FALSE,Ningaloo <-> Scott Reef,Microsatellite,Medium,1326.016967336092
un09SS1,un09RS11,0.03,y,Scott Reef,broadcast,Acropora tenuis,Underwood,2009,-14,121.77,Acropora,un09,Rowley Shoals,broadcast,Acropora tenuis,Underwood,2009,-17.33,118.97,Acropora,un09,un09,FALSE,Rowley Shoals <-> Scott Reef,Microsatellite,Medium,476.9189595964694
un09SS1,un09RS1S,0.04,y,Scott Reef,broadcast,Acropora tenuis,Underwood,2009,-14,121.77,Acropora,un09,Rowley Shoals,broadcast,Acropora tenuis,Underwood,2009,-17.33,118.98,Acropora,un09,un09,FALSE,Rowley Shoals <-> Scott Reef,Microsatellite,Medium,476.245446314069
un09SS1,un09RS22,0.03,y,Scott Reef,broadcast,Acropora tenuis,Underwood,2009,-14,121.77,Acropora,un09,Rowley Shoals,broadcast,Acropora tenuis,Underwood,2009,-17.33,119.05,Acropora,un09,un09,FALSE,Rowley Shoals <-> Scott Reef,Microsatellite,Medium,471.57210585872144
un09SS1,un09RS2S,0.01,y,Scott Reef,broadcast,Acropora tenuis,Underwood,2009,-14,121.77,Acropora,un09,Rowley Shoals,broadcast,Acropora tenuis,Underwood,2009,-17.33,119.07,Acropora,un09,un09,FALSE,Rowley Shoals <-> Scott Reef,Microsatellite,Medium,470.2503136588667
un09SS1,un09RS33,0.02,y,Scott Reef,broadcast,Acropora tenuis,Underwood,2009,-14,121.77,Acropora,un09,Rowley Shoals,broadcast,Acropora tenuis,Underwood,2009,-17.3,119.13,Acropora,un09,un09,FALSE,Rowley Shoals <-> Scott Reef,Microsatellite,Medium,463.6844657576702
un09SS1,un09RS3S,0.03,y,Scott Reef,broadcast,Acropora tenuis,Underwood,2009,-14,121.77,Acropora,un09,Rowley Shoals,broadcast,Acropora tenuis,Underwood,2009,-17.28,119.15,Acropora,un09,un09,FALSE,Rowley Shoals <-> Scott Reef,Microsatellite,Medium,460.6215405599635
un09SS1,un09DC1,0.06,y,Scott Reef,broadcast,Acropora tenuis,Underwood,2009,-14,121.77,Acropora,un09,Dampier Archipelago,broadcast,Acropora tenuis,Underwood,2009,-20.4,116.55,Acropora,un09,un09,FALSE,Dampier Archipelago <-> Scott Reef,Microsatellite,Medium,902.930090921776
un09SS1,un09DE1,0.08,y,Scott Reef,broadcast,Acropora tenuis,Underwood,2009,-14,121.77,Acropora,un09,Dampier Archipelago,broadcast,Acropora tenuis,Underwood,2009,-20.48,116.65,Acropora,un09,un09,FALSE,Dampier Archipelago <-> Scott Reef,Microsatellite,Medium,903.4583764048052
un09SS1,un09DE2,0.06,y,Scott Reef,broadcast,Acropora tenuis,Underwood,2009,-14,121.77,Acropora,un09,Dampier Archipelago,broadcast,Acropora tenuis,Underwood,2009,-20.5,116.7,Acropora,un09,un09,FALSE,Dampier Archipelago <-> Scott Reef,Microsatellite,Medium,902.0362552457648
