Site_A,Site_B,Fst,significant,Region_A,Spawn_A,Species_A,Author_A,Year_A,Lat_A,Lon_A,Taxon_A,Study_A,Region_B,Spawn_B,Species_B,Author_B,Year_B,Lat_B,Lon_B,Taxon_B,Study_B,study,same_region,region_pair,marker_category,marker_resolution
ad21HI,ad21Ad,0.717,y,Kimberley Nearshore,broadcast,Acropora digitifera,Adam et al,2022,-15.06,124.73,Acropora,ad21,Kimberley Nearshore,broadcast,Acropora digitifera,Adam et al,2022,-15.53,123.2,Acropora,ad21,ad21,TRUE,Kimberley Nearshore <-> Kimberley Nearshore,SNP,High
ad21HI,ad21BR,0.723,y,Kimberley Nearshore,broadcast,Acropora digitifera,Adam et al,2022,-15.06,124.73,Acropora,ad21,Kimberley Nearshore,broadcast,Acropora digitifera,Adam et al,2022,-15.32,123.54,Acropora,ad21,ad21,TRUE,Kimberley Nearshore <-> Kimberley Nearshore,SNP,High
ad21Au,ad21OI,0.003,n,Kimberley Nearshore,broadcast,Acropora digitifera,Adam et al,2022,-15.47,124.55,Acropora,ad21,Kimberley Nearshore,broadcast,Acropora digitifera,Adam et al,2022,-14.67,124.68,Acropora,ad21,ad21,TRUE,Kimberley Nearshore <-> Kimberley Nearshore,SNP,High
ad21Au,ad21Ad,0.722,y,Kimberley Nearshore,broadcast,Acropora digitifera,Adam et al,2022,-15.47,124.55,Acropora,ad21,Kimberley Nearshore,broadcast,Acropora digitifera,Adam et al,2022,-15.53,123.2,Acropora,ad21,ad21,TRUE,Kimberley Nearshore <-> Kimberley Nearshore,SNP,High
ad21Au,ad21BR,0.724,y,Kimberley Nearshore,broadcast,Acropora digitifera,Adam et al,2022,-15.47,124.55,Acropora,ad21,Kimberley Nearshore,broadcast,Acropora digitifera,Adam et al,2022,-15.32,123.54,Acropora,ad21,ad21,TRUE,Kimberley Nearshore <-> Kimberley Nearshore,SNP,High
ad21OI,ad21Ad,0.691,y,Kimberley Nearshore,broadcast,Acropora digitifera,Adam et al,2022,-14.67,124.68,Acropora,ad21,Kimberley Nearshore,broadcast,Acropora digitifera,Adam et al,2022,-15.53,123.2,Acropora,ad21,ad21,TRUE,Kimberley Nearshore <-> Kimberley Nearshore,SNP,High
ad21OI,ad21BR,0.694,y,Kimberley Nearshore,broadcast,Acropora digitifera,Adam et al,2022,-14.67,124.68,Acropora,ad21,Kimberley Nearshore,broadcast,Acropora digitifera,Adam et al,2022,-15.32,123.54,Acropora,ad21,ad21,TRUE,Kimberley Nearshore <-> Kimberley Nearshore,SNP,High
ad21Ad,ad21BR,0.003,y,Kimberley Nearshore,broadcast,Acropora digitifera,Adam et al,2022,-15.53,123.2,Acropora,ad21,Kimberley Nearshore,broadcast,Acropora digitifera,Adam et al,2022,-15.32,123.54,Acropora,ad21,ad21,TRUE,Kimberley Nearshore <-> Kimberley Nearshore,SNP,High
ad21IS,ad21ME,0,n,Rowley Shoals,broadcast,Acropora digitifera,Adam et al,2022,-17.55,118.97,Acropora,ad21,Rowley Shoals,broadcast,Acropora digitifera,Adam et al,2022,-17.13,119.63,Acropora,ad21,ad21,TRUE,Rowley Shoals <-> Rowley Shoals,SNP,High
ad21IS,ad21CL,0,n,Rowley Shoals,broadcast,Acropora digitifera,Adam et al,2022,-17.55,118.97,Acropora,ad21,Rowley Shoals,broadcast,Acropora digitifera,Adam et al,2022,-17.35,119.37,Acropora,ad21,ad21,TRUE,Rowley Shoals <-> Rowley Shoals,SNP,High
ad21ME,ad21CL,0,n,Rowley Shoals,broadcast,Acropora digitifera,Adam et al,2022,-17.13,119.63,Acropora,ad21,Rowley Shoals,broadcast,Acropora digitifera,Adam et al,2022,-17.35,119.37,Acropora,ad21,ad21,TRUE,Rowley Shoals <-> Rowley Shoals,SNP,High
un07SL1,un07SL2,0.045,y,Scott Reef,brooding,Seriatopora hystrix,Underwood,2007,-14.05,121.8,Seriatopora,un07,Scott Reef,brooding,Seriatopora hystrix,Underwood,2007,-14.1,121.85,Seriatopora,un07,un07,TRUE,Scott Reef <-> Scott Reef,Microsatellite,Medium
un07SL1,un07SL4,0.118,y,Scott Reef,brooding,Seriatopora hystrix,Underwood,2007,-14.05,121.8,Seriatopora,un07,Scott Reef,brooding,Seriatopora hystrix,Underwood,2007,-14.1,121.9,Seriatopora,un07,un07,TRUE,Scott Reef <-> Scott Reef,Microsatellite,Medium
un07SL1,un07SL5,0.064,y,Scott Reef,brooding,Seriatopora hystrix,Underwood,2007,-14.05,121.8,Seriatopora,un07,Scott Reef,brooding,Seriatopora hystrix,Underwood,2007,-14.12,121.88,Seriatopora,un07,un07,TRUE,Scott Reef <-> Scott Reef,Microsatellite,Medium
un07SL1,un07SS1,0.187,y,Scott Reef,brooding,Seriatopora hystrix,Underwood,2007,-14.05,121.8,Seriatopora,un07,Scott Reef,brooding,Seriatopora hystrix,Underwood,2007,-14,121.77,Seriatopora,un07,un07,TRUE,Scott Reef <-> Scott Reef,Microsatellite,Medium
un07SL1,un07SS3,0.146,y,Scott Reef,brooding,Seriatopora hystrix,Underwood,2007,-14.05,121.8,Seriatopora,un07,Scott Reef,brooding,Seriatopora hystrix,Underwood,2007,-13.9,121.83,Seriatopora,un07,un07,TRUE,Scott Reef <-> Scott Reef,Microsatellite,Medium
un07SL2,un07SL4,0.083,y,Scott Reef,brooding,Seriatopora hystrix,Underwood,2007,-14.1,121.85,Seriatopora,un07,Scott Reef,brooding,Seriatopora hystrix,Underwood,2007,-14.1,121.9,Seriatopora,un07,un07,TRUE,Scott Reef <-> Scott Reef,Microsatellite,Medium
un07SL2,un07SL5,0.065,y,Scott Reef,brooding,Seriatopora hystrix,Underwood,2007,-14.1,121.85,Seriatopora,un07,Scott Reef,brooding,Seriatopora hystrix,Underwood,2007,-14.12,121.88,Seriatopora,un07,un07,TRUE,Scott Reef <-> Scott Reef,Microsatellite,Medium
un07SL2,un07SS1,0.163,y,Scott Reef,brooding,Seriatopora hystrix,Underwood,2007,-14.1,121.85,Seriatopora,un07,Scott Reef,brooding,Seriatopora hystrix,Underwood,2007,-14,121.77,Seriatopora,un07,un07,TRUE,Scott Reef <-> Scott Reef,Microsatellite,Medium
un07SL2,un07SS3,0.111,y,Scott Reef,brooding,Seriatopora hystrix,Underwood,2007,-14.1,121.85,Seriatopora,un07,Scott Reef,brooding,Seriatopora hystrix,Underwood,2007,-13.9,121.83,Seriatopora,un07,un07,TRUE,Scott Reef <-> Scott Reef,Microsatellite,Medium
un07SL4,un07SL5,0.077,y,Scott Reef,brooding,Seriatopora hystrix,Underwood,2007,-14.1,121.9,Seriatopora,un07,Scott Reef,brooding,Seriatopora hystrix,Underwood,2007,-14.12,121.88,Seriatopora,un07,un07,TRUE,Scott Reef <-> Scott Reef,Microsatellite,Medium
un07SL4,un07SS1,0.068,y,Scott Reef,brooding,Seriatopora hystrix,Underwood,2007,-14.1,121.9,Seriatopora,un07,Scott Reef,brooding,Seriatopora hystrix,Underwood,2007,-14,121.77,Seriatopora,un07,un07,TRUE,Scott Reef <-> Scott Reef,Microsatellite,Medium
un07SL4,un07SS3,0.033,y,Scott Reef,brooding,Seriatopora hystrix,Underwood,2007,-14.1,121.9,Seriatopora,un07,Scott Reef,brooding,Seriatopora hystrix,Underwood,2007,-13.9,121.83,Seriatopora,un07,un07,TRUE,Scott Reef <-> Scott Reef,Microsatellite,Medium
un07SL5,un07SS1,0.106,y,Scott Reef,brooding,Seriatopora hystrix,Underwood,2007,-14.12,121.88,Seriatopora,un07,Scott Reef,brooding,Seriatopora hystrix,Underwood,2007,-14,121.77,Seriatopora,un07,un07,TRUE,Scott Reef <-> Scott Reef,Microsatellite,Medium
un07SL5,un07SS3,0.084,y,Scott Reef,brooding,Seriatopora hystrix,Underwood,2007,-14.12,121.88,Seriatopora,un07,Scott Reef,brooding,Seriatopora hystrix,Underwood,2007,-13.9,121.83,Seriatopora,un07,un07,TRUE,Scott Reef <-> Scott Reef,Microsatellite,Medium
un07SS1,un07SS3,0.051,y,Scott Reef,brooding,Seriatopora hystrix,Underwood,2007,-14,121.77,Seriatopora,un07,Scott Reef,brooding,Seriatopora hystrix,Underwood,2007,-13.9,121.83,Seriatopora,un07,un07,TRUE,Scott Reef <-> Scott Reef,Microsatellite,Medium
th15P1,th15P2,0.019,n,Abrolhos,broadcast,Acropora spicifera,Thomas et al,2015,-28.7,113.8,Acropora,th15,Abrolhos,broadcast,Acropora spicifera,Thomas et al,2015,-28.7,113.8,Acropora,th15,th15,TRUE,Abrolhos <-> Abrolhos,Microsatellite,Medium
th15P1,th15P3,0.028,n,Abrolhos,broadcast,Acropora spicifera,Thomas et al,2015,-28.7,113.8,Acropora,th15,Abrolhos,broadcast,Acropora spicifera,Thomas et al,2015,-28.7,113.8,Acropora,th15,th15,TRUE,Abrolhos <-> Abrolhos,Microsatellite,Medium
th15P1,th15P4,0.045,y,Abrolhos,broadcast,Acropora spicifera,Thomas et al,2015,-28.7,113.8,Acropora,th15,Abrolhos,broadcast,Acropora spicifera,Thomas et al,2015,-28.7,113.8,Acropora,th15,th15,TRUE,Abrolhos <-> Abrolhos,Microsatellite,Medium
th15P1,th15P5,0.018,n,Abrolhos,broadcast,Acropora spicifera,Thomas et al,2015,-28.7,113.8,Acropora,th15,Abrolhos,broadcast,Acropora spicifera,Thomas et al,2015,-28.7,113.8,Acropora,th15,th15,TRUE,Abrolhos <-> Abrolhos,Microsatellite,Medium
th15P1,th15E1,0.013,n,Abrolhos,broadcast,Acropora spicifera,Thomas et al,2015,-28.7,113.8,Acropora,th15,Abrolhos,broadcast,Acropora spicifera,Thomas et al,2015,-28.7,113.8,Acropora,th15,th15,TRUE,Abrolhos <-> Abrolhos,Microsatellite,Medium
th15P1,th15E2,0.011,n,Abrolhos,broadcast,Acropora spicifera,Thomas et al,2015,-28.7,113.8,Acropora,th15,Abrolhos,broadcast,Acropora spicifera,Thomas et al,2015,-28.7,113.8,Acropora,th15,th15,TRUE,Abrolhos <-> Abrolhos,Microsatellite,Medium
th15P1,th15E3,0.02,n,Abrolhos,broadcast,Acropora spicifera,Thomas et al,2015,-28.7,113.8,Acropora,th15,Abrolhos,broadcast,Acropora spicifera,Thomas et al,2015,-28.7,113.8,Acropora,th15,th15,TRUE,Abrolhos <-> Abrolhos,Microsatellite,Medium
th15P1,th15E4,0.018,n,Abrolhos,broadcast,Acropora spicifera,Thomas et al,2015,-28.7,113.8,Acropora,th15,Abrolhos,broadcast,Acropora spicifera,Thomas et al,2015,-28.7,113.8,Acropora,th15,th15,TRUE,Abrolhos <-> Abrolhos,Microsatellite,Medium
th15P1,th15E5,0.014,n,Abrolhos,broadcast,Acropora spicifera,Thomas et al,2015,-28.7,113.8,Acropora,th15,Abrolhos,broadcast,Acropora spicifera,Thomas et al,2015,-28.7,113.8,Acropora,th15,th15,TRUE,Abrolhos <-> Abrolhos,Microsatellite,Medium
th15P1,th15W1,0.016,n,Abrolhos,broadcast,Acropora spicifera,Thomas et al,2015,-28.7,113.8,Acropora,th15,Abrolhos,broadcast,Acropora spicifera,Thomas et al,2015,-28.7,113.8,Acropora,th15,th15,TRUE,Abrolhos <-> Abrolhos,Microsatellite,Medium
th15P1,th15W2,0.017,n,Abrolhos,broadcast,Acropora spicifera,Thomas et al,2015,-28.7,113.8,Acropora,th15,Abrolhos,broadcast,Acropora spicifera,Thomas et al,2015,-28.7,113.8,Acropora,th15,th15,TRUE,Abrolhos <-> Abrolhos,Microsatellite,Medium
th15P1,th15W3,0.016,n,Abrolhos,broadcast,Acropora spicifera,Thomas et al,2015,-28.7,113.8,Acropora,th15,Abrolhos,broadcast,Acropora spicifera,Thomas et al,2015,-28.7,113.8,Acropora,th15,th15,TRUE,Abrolhos <-> Abrolhos,Microsatellite,Medium
th15P1,th15W4,0.015,n,Abrolhos,broadcast,Acropora spicifera,Thomas et al,2015,-28.7,113.8,Acropora,th15,Abrolhos,broadcast,Acropora spicifera,Thomas et al,2015,-28.7,113.8,Acropora,th15,th15,TRUE,Abrolhos <-> Abrolhos,Microsatellite,Medium
th15P1,th15W5,0.012,n,Abrolhos,broadcast,Acropora spicifera,Thomas et al,2015,-28.7,113.8,Acropora,th15,Abrolhos,broadcast,Acropora spicifera,Thomas et al,2015,-28.7,113.8,Acropora,th15,th15,TRUE,Abrolhos <-> Abrolhos,Microsatellite,Medium
th15P2,th15P3,0.029,n,Abrolhos,broadcast,Acropora spicifera,Thomas et al,2015,-28.7,113.8,Acropora,th15,Abrolhos,broadcast,Acropora spicifera,Thomas et al,2015,-28.7,113.8,Acropora,th15,th15,TRUE,Abrolhos <-> Abrolhos,Microsatellite,Medium
th15P2,th15P4,0.037,n,Abrolhos,broadcast,Acropora spicifera,Thomas et al,2015,-28.7,113.8,Acropora,th15,Abrolhos,broadcast,Acropora spicifera,Thomas et al,2015,-28.7,113.8,Acropora,th15,th15,TRUE,Abrolhos <-> Abrolhos,Microsatellite,Medium
th15P2,th15P5,0.033,n,Abrolhos,broadcast,Acropora spicifera,Thomas et al,2015,-28.7,113.8,Acropora,th15,Abrolhos,broadcast,Acropora spicifera,Thomas et al,2015,-28.7,113.8,Acropora,th15,th15,TRUE,Abrolhos <-> Abrolhos,Microsatellite,Medium
th15P2,th15E1,0.016,n,Abrolhos,broadcast,Acropora spicifera,Thomas et al,2015,-28.7,113.8,Acropora,th15,Abrolhos,broadcast,Acropora spicifera,Thomas et al,2015,-28.7,113.8,Acropora,th15,th15,TRUE,Abrolhos <-> Abrolhos,Microsatellite,Medium
th15P2,th15E2,0.012,n,Abrolhos,broadcast,Acropora spicifera,Thomas et al,2015,-28.7,113.8,Acropora,th15,Abrolhos,broadcast,Acropora spicifera,Thomas et al,2015,-28.7,113.8,Acropora,th15,th15,TRUE,Abrolhos <-> Abrolhos,Microsatellite,Medium
th15P2,th15E3,0.012,n,Abrolhos,broadcast,Acropora spicifera,Thomas et al,2015,-28.7,113.8,Acropora,th15,Abrolhos,broadcast,Acropora spicifera,Thomas et al,2015,-28.7,113.8,Acropora,th15,th15,TRUE,Abrolhos <-> Abrolhos,Microsatellite,Medium
th15P2,th15E4,0.012,n,Abrolhos,broadcast,Acropora spicifera,Thomas et al,2015,-28.7,113.8,Acropora,th15,Abrolhos,broadcast,Acropora spicifera,Thomas et al,2015,-28.7,113.8,Acropora,th15,th15,TRUE,Abrolhos <-> Abrolhos,Microsatellite,Medium
th15P2,th15E5,0.013,n,Abrolhos,broadcast,Acropora spicifera,Thomas et al,2015,-28.7,113.8,Acropora,th15,Abrolhos,broadcast,Acropora spicifera,Thomas et al,2015,-28.7,113.8,Acropora,th15,th15,TRUE,Abrolhos <-> Abrolhos,Microsatellite,Medium
th15P2,th15W1,0.01,n,Abrolhos,broadcast,Acropora spicifera,Thomas et al,2015,-28.7,113.8,Acropora,th15,Abrolhos,broadcast,Acropora spicifera,Thomas et al,2015,-28.7,113.8,Acropora,th15,th15,TRUE,Abrolhos <-> Abrolhos,Microsatellite,Medium
th15P2,th15W2,0.02,n,Abrolhos,broadcast,Acropora spicifera,Thomas et al,2015,-28.7,113.8,Acropora,th15,Abrolhos,broadcast,Acropora spicifera,Thomas et al,2015,-28.7,113.8,Acropora,th15,th15,TRUE,Abrolhos <-> Abrolhos,Microsatellite,Medium
th15P2,th15W3,0.014,n,Abrolhos,broadcast,Acropora spicifera,Thomas et al,2015,-28.7,113.8,Acropora,th15,Abrolhos,broadcast,Acropora spicifera,Thomas et al,2015,-28.7,113.8,Acropora,th15,th15,TRUE,Abrolhos <-> Abrolhos,Microsatellite,Medium
th15P2,th15W4,0.015,n,Abrolhos,broadcast,Acropora spicifera,Thomas et al,2015,-28.7,113.8,Acropora,th15,Abrolhos,broadcast,Acropora spicifera,Thomas et al,2015,-28.7,113.8,Acropora,th15,th15,TRUE,Abrolhos <-> Abrolhos,Microsatellite,Medium
th15P2,th15W5,0.016,n,Abrolhos,broadcast,Acropora spicifera,Thomas et al,2015,-28.7,113.8,Acropora,th15,Abrolhos,broadcast,Acropora spicifera,Thomas et al,2015,-28.7,113.8,Acropora,th15,th15,TRUE,Abrolhos <-> Abrolhos,Microsatellite,Medium
th15P3,th15P4,0.02,n,Abrolhos,broadcast,Acropora spicifera,Thomas et al,2015,-28.7,113.8,Acropora,th15,Abrolhos,broadcast,Acropora spicifera,Thomas et al,2015,-28.7,113.8,Acropora,th15,th15,TRUE,Abrolhos <-> Abrolhos,Microsatellite,Medium
th15P3,th15P5,0.039,y,Abrolhos,broadcast,Acropora spicifera,Thomas et al,2015,-28.7,113.8,Acropora,th15,Abrolhos,broadcast,Acropora spicifera,Thomas et al,2015,-28.7,113.8,Acropora,th15,th15,TRUE,Abrolhos <-> Abrolhos,Microsatellite,Medium
th15P3,th15E1,0.023,n,Abrolhos,broadcast,Acropora spicifera,Thomas et al,2015,-28.7,113.8,Acropora,th15,Abrolhos,broadcast,Acropora spicifera,Thomas et al,2015,-28.7,113.8,Acropora,th15,th15,TRUE,Abrolhos <-> Abrolhos,Microsatellite,Medium
th15P3,th15E2,0.025,n,Abrolhos,broadcast,Acropora spicifera,Thomas et al,2015,-28.7,113.8,Acropora,th15,Abrolhos,broadcast,Acropora spicifera,Thomas et al,2015,-28.7,113.8,Acropora,th15,th15,TRUE,Abrolhos <-> Abrolhos,Microsatellite,Medium
th15P3,th15E3,0.03,y,Abrolhos,broadcast,Acropora spicifera,Thomas et al,2015,-28.7,113.8,Acropora,th15,Abrolhos,broadcast,Acropora spicifera,Thomas et al,2015,-28.7,113.8,Acropora,th15,th15,TRUE,Abrolhos <-> Abrolhos,Microsatellite,Medium
th15P3,th15E4,0.029,n,Abrolhos,broadcast,Acropora spicifera,Thomas et al,2015,-28.7,113.8,Acropora,th15,Abrolhos,broadcast,Acropora spicifera,Thomas et al,2015,-28.7,113.8,Acropora,th15,th15,TRUE,Abrolhos <-> Abrolhos,Microsatellite,Medium
th15P3,th15E5,0.028,n,Abrolhos,broadcast,Acropora spicifera,Thomas et al,2015,-28.7,113.8,Acropora,th15,Abrolhos,broadcast,Acropora spicifera,Thomas et al,2015,-28.7,113.8,Acropora,th15,th15,TRUE,Abrolhos <-> Abrolhos,Microsatellite,Medium
th15P3,th15W1,0.022,n,Abrolhos,broadcast,Acropora spicifera,Thomas et al,2015,-28.7,113.8,Acropora,th15,Abrolhos,broadcast,Acropora spicifera,Thomas et al,2015,-28.7,113.8,Acropora,th15,th15,TRUE,Abrolhos <-> Abrolhos,Microsatellite,Medium
th15P3,th15W2,0.026,n,Abrolhos,broadcast,Acropora spicifera,Thomas et al,2015,-28.7,113.8,Acropora,th15,Abrolhos,broadcast,Acropora spicifera,Thomas et al,2015,-28.7,113.8,Acropora,th15,th15,TRUE,Abrolhos <-> Abrolhos,Microsatellite,Medium
th15P3,th15W3,0.022,n,Abrolhos,broadcast,Acropora spicifera,Thomas et al,2015,-28.7,113.8,Acropora,th15,Abrolhos,broadcast,Acropora spicifera,Thomas et al,2015,-28.7,113.8,Acropora,th15,th15,TRUE,Abrolhos <-> Abrolhos,Microsatellite,Medium
th15P3,th15W4,0.039,y,Abrolhos,broadcast,Acropora spicifera,Thomas et al,2015,-28.7,113.8,Acropora,th15,Abrolhos,broadcast,Acropora spicifera,Thomas et al,2015,-28.7,113.8,Acropora,th15,th15,TRUE,Abrolhos <-> Abrolhos,Microsatellite,Medium
th15P3,th15W5,0.024,n,Abrolhos,broadcast,Acropora spicifera,Thomas et al,2015,-28.7,113.8,Acropora,th15,Abrolhos,broadcast,Acropora spicifera,Thomas et al,2015,-28.7,113.8,Acropora,th15,th15,TRUE,Abrolhos <-> Abrolhos,Microsatellite,Medium
th15P4,th15P5,0.048,y,Abrolhos,broadcast,Acropora spicifera,Thomas et al,2015,-28.7,113.8,Acropora,th15,Abrolhos,broadcast,Acropora spicifera,Thomas et al,2015,-28.7,113.8,Acropora,th15,th15,TRUE,Abrolhos <-> Abrolhos,Microsatellite,Medium
th15P4,th15E1,0.031,n,Abrolhos,broadcast,Acropora spicifera,Thomas et al,2015,-28.7,113.8,Acropora,th15,Abrolhos,broadcast,Acropora spicifera,Thomas et al,2015,-28.7,113.8,Acropora,th15,th15,TRUE,Abrolhos <-> Abrolhos,Microsatellite,Medium
th15P4,th15E2,0.036,y,Abrolhos,broadcast,Acropora spicifera,Thomas et al,2015,-28.7,113.8,Acropora,th15,Abrolhos,broadcast,Acropora spicifera,Thomas et al,2015,-28.7,113.8,Acropora,th15,th15,TRUE,Abrolhos <-> Abrolhos,Microsatellite,Medium
th15P4,th15E3,0.042,y,Abrolhos,broadcast,Acropora spicifera,Thomas et al,2015,-28.7,113.8,Acropora,th15,Abrolhos,broadcast,Acropora spicifera,Thomas et al,2015,-28.7,113.8,Acropora,th15,th15,TRUE,Abrolhos <-> Abrolhos,Microsatellite,Medium
th15P4,th15E4,0.04,y,Abrolhos,broadcast,Acropora spicifera,Thomas et al,2015,-28.7,113.8,Acropora,th15,Abrolhos,broadcast,Acropora spicifera,Thomas et al,2015,-28.7,113.8,Acropora,th15,th15,TRUE,Abrolhos <-> Abrolhos,Microsatellite,Medium
th15P4,th15E5,0.036,y,Abrolhos,broadcast,Acropora spicifera,Thomas et al,2015,-28.7,113.8,Acropora,th15,Abrolhos,broadcast,Acropora spicifera,Thomas et al,2015,-28.7,113.8,Acropora,th15,th15,TRUE,Abrolhos <-> Abrolhos,Microsatellite,Medium
th15P4,th15W1,0.028,n,Abrolhos,broadcast,Acropora spicifera,Thomas et al,2015,-28.7,113.8,Acropora,th15,Abrolhos,broadcast,Acropora spicifera,Thomas et al,2015,-28.7,113.8,Acropora,th15,th15,TRUE,Abrolhos <-> Abrolhos,Microsatellite,Medium
th15P4,th15W2,0.039,n,Abrolhos,broadcast,Acropora spicifera,Thomas et al,2015,-28.7,113.8,Acropora,th15,Abrolhos,broadcast,Acropora spicifera,Thomas et al,2015,-28.7,113.8,Acropora,th15,th15,TRUE,Abrolhos <-> Abrolhos,Microsatellite,Medium
th15P4,th15W3,0.034,y,Abrolhos,broadcast,Acropora spicifera,Thomas et al,2015,-28.7,113.8,Acropora,th15,Abrolhos,broadcast,Acropora spicifera,Thomas et al,2015,-28.7,113.8,Acropora,th15,th15,TRUE,Abrolhos <-> Abrolhos,Microsatellite,Medium
th15P4,th15W4,0.045,y,Abrolhos,broadcast,Acropora spicifera,Thomas et al,2015,-28.7,113.8,Acropora,th15,Abrolhos,broadcast,Acropora spicifera,Thomas et al,2015,-28.7,113.8,Acropora,th15,th15,TRUE,Abrolhos <-> Abrolhos,Microsatellite,Medium
th15P4,th15W5,0.032,n,Abrolhos,broadcast,Acropora spicifera,Thomas et al,2015,-28.7,113.8,Acropora,th15,Abrolhos,broadcast,Acropora spicifera,Thomas et al,2015,-28.7,113.8,Acropora,th15,th15,TRUE,Abrolhos <-> Abrolhos,Microsatellite,Medium
th15P5,th15E1,0.027,n,Abrolhos,broadcast,Acropora spicifera,Thomas et al,2015,-28.7,113.8,Acropora,th15,Abrolhos,broadcast,Acropora spicifera,Thomas et al,2015,-28.7,113.8,Acropora,th15,th15,TRUE,Abrolhos <-> Abrolhos,Microsatellite,Medium
th15P5,th15E2,0.02,n,Abrolhos,broadcast,Acropora spicifera,Thomas et al,2015,-28.7,113.8,Acropora,th15,Abrolhos,broadcast,Acropora spicifera,Thomas et al,2015,-28.7,113.8,Acropora,th15,th15,TRUE,Abrolhos <-> Abrolhos,Microsatellite,Medium
th15P5,th15E3,0.031,n,Abrolhos,broadcast,Acropora spicifera,Thomas et al,2015,-28.7,113.8,Acropora,th15,Abrolhos,broadcast,Acropora spicifera,Thomas et al,2015,-28.7,113.8,Acropora,th15,th15,TRUE,Abrolhos <-> Abrolhos,Microsatellite,Medium
th15P5,th15E4,0.031,n,Abrolhos,broadcast,Acropora spicifera,Thomas et al,2015,-28.7,113.8,Acropora,th15,Abrolhos,broadcast,Acropora spicifera,Thomas et al,2015,-28.7,113.8,Acropora,th15,th15,TRUE,Abrolhos <-> Abrolhos,Microsatellite,Medium
th15P5,th15E5,0.028,n,Abrolhos,broadcast,Acropora spicifera,Thomas et al,2015,-28.7,113.8,Acropora,th15,Abrolhos,broadcast,Acropora spicifera,Thomas et al,2015,-28.7,113.8,Acropora,th15,th15,TRUE,Abrolhos <-> Abrolhos,Microsatellite,Medium
th15P5,th15W1,0.027,n,Abrolhos,broadcast,Acropora spicifera,Thomas et al,2015,-28.7,113.8,Acropora,th15,Abrolhos,broadcast,Acropora spicifera,Thomas et al,2015,-28.7,113.8,Acropora,th15,th15,TRUE,Abrolhos <-> Abrolhos,Microsatellite,Medium
th15P5,th15W2,0.027,n,Abrolhos,broadcast,Acropora spicifera,Thomas et al,2015,-28.7,113.8,Acropora,th15,Abrolhos,broadcast,Acropora spicifera,Thomas et al,2015,-28.7,113.8,Acropora,th15,th15,TRUE,Abrolhos <-> Abrolhos,Microsatellite,Medium
th15P5,th15W3,0.032,y,Abrolhos,broadcast,Acropora spicifera,Thomas et al,2015,-28.7,113.8,Acropora,th15,Abrolhos,broadcast,Acropora spicifera,Thomas et al,2015,-28.7,113.8,Acropora,th15,th15,TRUE,Abrolhos <-> Abrolhos,Microsatellite,Medium
th15P5,th15W4,0.03,n,Abrolhos,broadcast,Acropora spicifera,Thomas et al,2015,-28.7,113.8,Acropora,th15,Abrolhos,broadcast,Acropora spicifera,Thomas et al,2015,-28.7,113.8,Acropora,th15,th15,TRUE,Abrolhos <-> Abrolhos,Microsatellite,Medium
th15P5,th15W5,0.016,n,Abrolhos,broadcast,Acropora spicifera,Thomas et al,2015,-28.7,113.8,Acropora,th15,Abrolhos,broadcast,Acropora spicifera,Thomas et al,2015,-28.7,113.8,Acropora,th15,th15,TRUE,Abrolhos <-> Abrolhos,Microsatellite,Medium
th15E1,th15E2,0.01,n,Abrolhos,broadcast,Acropora spicifera,Thomas et al,2015,-28.7,113.8,Acropora,th15,Abrolhos,broadcast,Acropora spicifera,Thomas et al,2015,-28.7,113.8,Acropora,th15,th15,TRUE,Abrolhos <-> Abrolhos,Microsatellite,Medium
th15E1,th15E3,0.015,n,Abrolhos,broadcast,Acropora spicifera,Thomas et al,2015,-28.7,113.8,Acropora,th15,Abrolhos,broadcast,Acropora spicifera,Thomas et al,2015,-28.7,113.8,Acropora,th15,th15,TRUE,Abrolhos <-> Abrolhos,Microsatellite,Medium
th15E1,th15E4,0.014,n,Abrolhos,broadcast,Acropora spicifera,Thomas et al,2015,-28.7,113.8,Acropora,th15,Abrolhos,broadcast,Acropora spicifera,Thomas et al,2015,-28.7,113.8,Acropora,th15,th15,TRUE,Abrolhos <-> Abrolhos,Microsatellite,Medium
th15E1,th15E5,0.01,n,Abrolhos,broadcast,Acropora spicifera,Thomas et al,2015,-28.7,113.8,Acropora,th15,Abrolhos,broadcast,Acropora spicifera,Thomas et al,2015,-28.7,113.8,Acropora,th15,th15,TRUE,Abrolhos <-> Abrolhos,Microsatellite,Medium
th15E1,th15W1,0.008,n,Abrolhos,broadcast,Acropora spicifera,Thomas et al,2015,-28.7,113.8,Acropora,th15,Abrolhos,broadcast,Acropora spicifera,Thomas et al,2015,-28.7,113.8,Acropora,th15,th15,TRUE,Abrolhos <-> Abrolhos,Microsatellite,Medium
th15E1,th15W2,0.014,n,Abrolhos,broadcast,Acropora spicifera,Thomas et al,2015,-28.7,113.8,Acropora,th15,Abrolhos,broadcast,Acropora spicifera,Thomas et al,2015,-28.7,113.8,Acropora,th15,th15,TRUE,Abrolhos <-> Abrolhos,Microsatellite,Medium
th15E1,th15W3,0.014,n,Abrolhos,broadcast,Acropora spicifera,Thomas et al,2015,-28.7,113.8,Acropora,th15,Abrolhos,broadcast,Acropora spicifera,Thomas et al,2015,-28.7,113.8,Acropora,th15,th15,TRUE,Abrolhos <-> Abrolhos,Microsatellite,Medium
